,NOME_PRODUTO,NM_CLIENTE,forecast_1,forecast_2,forecast_3
1432,"Long-Sleeve Logo Jersey, XL",Top Sports Supply,3.2,3.4,3.6
1433,"Long-Sleeve Logo Jersey, XL",Vigorous Exercise Company,2.6,3.1,3.4
1434,"Long-Sleeve Logo Jersey, XL",Futuristic Sport Distributors,6.6,6.4,6.3
1435,"Long-Sleeve Logo Jersey, XL",Juvenile Sports Equipment,2.2,2.4,2.5
1436,"Long-Sleeve Logo Jersey, XL",Rally Day Mall,5.9,5.8,5.8
1437,"Long-Sleeve Logo Jersey, XL",Metropolitan Equipment,4.8,4.7,4.6
1438,"Long-Sleeve Logo Jersey, XL",Registered Cycle Store,5.0,4.9,4.9
1439,"Long-Sleeve Logo Jersey, XL",Steel Inc.,4.5,4.2,4.1
1440,"Long-Sleeve Logo Jersey, XL",Better Bike Shop,3.4,3.0,2.7
1441,"Long-Sleeve Logo Jersey, XL",Wheelsets Storehouse,4.1,4.1,4.1
1442,"Long-Sleeve Logo Jersey, XL",Exhilarating Cycles,4.9,4.8,4.7
1443,"Long-Sleeve Logo Jersey, XL",eCommerce Bikes,2.3,2.5,2.7
1444,"Long-Sleeve Logo Jersey, XL",Bike Dealers Association,3.4,3.6,3.8
1445,"Long-Sleeve Logo Jersey, XL",Fashionable Department Stores,2.9,3.4,3.7
1446,"Long-Sleeve Logo Jersey, XL",Larger Cycle Shop,4.7,4.5,4.4
1447,"Long-Sleeve Logo Jersey, XL",Advanced Bike Components,4.9,4.8,4.8
1448,"Long-Sleeve Logo Jersey, XL",Paint Supply,4.9,4.3,4.0
1449,"Long-Sleeve Logo Jersey, XL",The Gear Store,1.5,1.9,2.1
1450,"Long-Sleeve Logo Jersey, XL",Prosperous Tours,6.3,5.8,5.5
1451,"Long-Sleeve Logo Jersey, XL",Sales and Supply Company,4.6,5.0,5.2
1452,"Road-650 Black, 48",Affordable Sports Equipment,3.4,3.0,2.8
1453,"Road-650 Black, 48",Farthermost Bike Shop,4.2,4.4,4.5
1454,"Road-650 Black, 48",Corner Bicycle Supply,4.3,3.8,3.5
1455,"Road-650 Black, 48",Sundry Sporting Goods,1.9,1.8,1.7
1456,"Road-650 Black, 48",Tenth Bike Store,4.7,4.4,4.2
1457,"Road-650 Black, 48",First Bike Store,4.8,4.7,4.6
1458,"Road-650 Black, 48",Seventh Bike Store,3.1,2.6,2.3
1459,"Road-650 Black, 48",New and Used Bicycles,1.2,1.3,1.4
1460,"Road-650 Black, 48",Excellent Riding Supplies,2.3,2.5,2.6
1461,"Road-650 Black, 48",Totes & Baskets Company,3.6,3.4,3.2
1462,"Road-650 Black, 48",Sure & Reliable Sporting Goods,1.6,1.9,1.9
1463,"Road-650 Black, 48",Thorough Parts and Repair Services,1.5,1.3,1.2
1464,"Road-650 Black, 48",Good Bike Shop,3.2,2.8,2.6
1465,"Road-650 Red, 48",Farthermost Bike Shop,3.0,2.9,2.9
1466,"Road-650 Red, 48",Preferred Bikes,7.4,7.1,6.8
1467,"Road-650 Red, 48",Separate Parts Corporation,3.4,3.0,2.8
1468,"Road-650 Red, 48",Corner Bicycle Supply,3.7,3.5,3.4
1469,"Road-650 Red, 48",General Bike Corporation,2.0,2.0,1.9
1470,"Road-650 Red, 48","Health Spa, Limited",7.2,6.7,6.5
1471,"Road-650 Red, 48",Retail Mall,7.3,6.4,5.9
1472,"Road-650 Red, 48",Rewarding Activities Company,3.5,3.7,3.8
1473,"Road-650 Red, 48",Sundry Sporting Goods,2.7,2.5,2.3
1474,"Road-650 Red, 48",Tenth Bike Store,5.4,4.1,3.4
1475,"Road-650 Red, 48",Fun Times Club,1.3,1.5,1.7
1476,"Road-650 Red, 48",Lease-a-Bike Shop,1.6,2.0,2.2
1477,"Road-650 Red, 48",Painters Bicycle Specialists,3.9,3.8,3.7
1478,"Road-650 Red, 48",Sunny Place Bikes,1.9,1.8,1.8
1479,"Road-650 Red, 48",Wholesale Bikes,2.4,2.8,3.0
1480,"Road-650 Red, 48",Friendly Bike Shop,9.1,7.7,7.0
1481,"Road-650 Red, 48",Small Cycle Store,1.4,1.6,1.7
1482,"Road-650 Red, 48",Riders Company,4.7,4.5,4.3
1483,"Road-650 Red, 48",First Bike Store,2.0,1.9,1.9
1484,"Road-650 Red, 48",Remarkable Bike Store,2.0,2.4,2.6
1485,"Road-650 Red, 48",Bike Dealers Association,7.8,7.0,6.5
1486,"Road-650 Red, 48",Larger Cycle Shop,4.2,4.3,4.3
1487,"Road-650 Red, 48",New and Used Bicycles,2.0,2.0,1.9
1488,"Road-650 Red, 48",Excellent Riding Supplies,3.6,3.1,2.9
1489,"Road-650 Red, 48",Advanced Bike Components,4.6,3.8,3.5
1490,"Road-650 Red, 48",Grease and Oil Products Company,1.9,1.9,1.8
1491,"Road-650 Red, 48",Totes & Baskets Company,4.8,4.7,4.6
1492,"Road-650 Red, 48",Sure & Reliable Sporting Goods,2.9,2.9,2.9
1493,"Road-650 Red, 48",Thorough Parts and Repair Services,1.8,2.2,2.3
1494,"Road-650 Red, 58",Farthermost Bike Shop,4.9,4.8,4.7
1495,"Road-650 Red, 58",Separate Parts Corporation,2.0,1.9,1.9
1496,"Road-650 Red, 58",Corner Bicycle Supply,5.8,4.7,4.2
1497,"Road-650 Red, 58",Tenth Bike Store,3.9,3.8,3.8
1498,"Road-650 Red, 58",Fun Times Club,1.1,1.2,1.3
1499,"Road-650 Red, 58",Riders Company,2.5,2.2,2.1
1500,"Road-650 Red, 58",First Bike Store,4.0,3.9,3.9
1501,"Road-650 Red, 58",Seventh Bike Store,1.3,1.5,1.6
1502,"Road-650 Red, 58",New and Used Bicycles,1.1,1.1,1.1
1503,"Road-650 Red, 58",Excellent Riding Supplies,5.5,5.2,4.9
1504,"Road-650 Red, 58",Totes & Baskets Company,3.2,3.3,3.4
1505,"Road-650 Red, 58",Sure & Reliable Sporting Goods,1.8,2.2,2.4
1506,"Road-650 Red, 58",Thorough Parts and Repair Services,2.8,3.2,3.4
1507,"Half-Finger Gloves, L",Eastside Department Store,8.0,7.3,6.8
1508,"Half-Finger Gloves, L",Rewarding Activities Company,4.9,4.9,4.8
1509,"Half-Finger Gloves, L",Metropolitan Equipment,2.2,2.3,2.4
1510,"Half-Finger Gloves, L",Bike Dealers Association,1.7,2.0,2.2
1511,"Half-Finger Gloves, L",Prosperous Tours,1.4,1.7,1.9
1512,"HL Mountain Frame - Black, 38",Real Sporting Goods,3.3,2.8,2.6
1513,"HL Mountain Frame - Black, 38",Golf and Cycle Store,4.1,3.6,3.3
1514,"HL Mountain Frame - Black, 38",Trailblazing Sports,2.6,2.3,2.1
1515,"HL Mountain Frame - Black, 38",Leather Seat Factory,2.4,2.7,2.9
1516,"HL Mountain Frame - Black, 38",Original Bicycle Supply Company,3.7,3.5,3.3
1517,"HL Mountain Frame - Black, 38",Rapid Bikes,4.8,4.6,4.4
1518,"HL Mountain Frame - Black, 38",Top Sports Supply,2.9,2.9,2.9
1519,"HL Mountain Frame - Black, 38",Vigorous Exercise Company,2.9,2.9,2.9
1520,"HL Mountain Frame - Black, 38",Registered Cycle Store,3.2,3.3,3.3
1521,"HL Mountain Frame - Black, 38",Grand Discount Store,1.1,1.2,1.2
1522,"HL Mountain Frame - Black, 38",eCommerce Bikes,1.1,1.1,1.1
1523,"HL Mountain Frame - Black, 38",Bicycle Lines Distributors,2.8,2.7,2.6
1524,"HL Mountain Frame - Black, 38",Permanent Finish Products,3.9,3.8,3.7
1525,"HL Mountain Frame - Black, 38",Fashionable Department Stores,1.9,1.9,1.8
1526,"HL Mountain Frame - Black, 38",Chic Department Stores,2.1,2.2,2.2
1527,"HL Mountain Frame - Black, 38",Extraordinary Bike Works,3.9,3.8,3.7
1528,"HL Mountain Frame - Black, 38",Genial Bike Associates,1.3,1.6,1.7
1529,"HL Mountain Frame - Black, 38",Paint Supply,2.8,2.6,2.4
1530,"HL Mountain Frame - Black, 38",Satin Finish Company,1.7,1.6,1.5
1531,"HL Mountain Frame - Black, 38",Metropolitan Bicycle Supply,3.3,3.1,2.9
1532,"HL Mountain Frame - Black, 38",Fashionable Bikes and Accessories,1.4,1.7,1.9
1533,"HL Mountain Frame - Black, 38",Closeout Boutique,2.2,2.3,2.4
1534,"HL Mountain Frame - Black, 38",Safe Cycles Shop,2.2,2.3,2.3
1535,"HL Mountain Frame - Silver, 42",Original Bicycle Supply Company,1.9,1.8,1.8
1536,"HL Mountain Frame - Silver, 42",Satin Finish Company,1.9,1.9,1.8
1537,"HL Mountain Frame - Silver, 42",Closeout Boutique,2.3,2.5,2.6
1538,"HL Mountain Frame - Silver, 46",Real Sporting Goods,1.8,1.7,1.6
1539,"HL Mountain Frame - Silver, 46",Golf and Cycle Store,3.9,3.9,3.9
1540,"HL Mountain Frame - Silver, 46",Trailblazing Sports,2.8,2.6,2.5
1541,"HL Mountain Frame - Silver, 46",Leather Seat Factory,4.2,4.3,4.3
1542,"HL Mountain Frame - Silver, 46",Original Bicycle Supply Company,2.8,2.7,2.6
1543,"HL Mountain Frame - Silver, 46",Rapid Bikes,1.0,1.1,1.1
1544,"HL Mountain Frame - Silver, 46",Top Sports Supply,3.5,3.2,3.1
1545,"HL Mountain Frame - Silver, 46",Vigorous Exercise Company,5.2,4.6,4.2
1546,"HL Mountain Frame - Silver, 46",Registered Cycle Store,3.4,3.6,3.9
1547,"HL Mountain Frame - Silver, 46",Grand Discount Store,2.0,1.9,1.9
1548,"HL Mountain Frame - Silver, 46",Catalog Store,1.9,1.9,1.8
1549,"HL Mountain Frame - Silver, 46",eCommerce Bikes,2.0,1.9,1.9
1550,"HL Mountain Frame - Silver, 46",Bicycle Lines Distributors,2.9,2.7,2.6
1551,"HL Mountain Frame - Silver, 46",Permanent Finish Products,4.8,4.5,4.3
1552,"HL Mountain Frame - Silver, 46",Fashionable Department Stores,1.1,1.1,1.1
1553,"HL Mountain Frame - Silver, 46",Extraordinary Bike Works,3.8,3.7,3.6
1554,"HL Mountain Frame - Silver, 46",Genial Bike Associates,3.6,3.3,3.1
1555,"HL Mountain Frame - Silver, 46",Paint Supply,2.7,2.5,2.3
1556,"HL Mountain Frame - Silver, 46",Satin Finish Company,2.0,2.0,2.1
1557,"HL Mountain Frame - Silver, 46",Metropolitan Bicycle Supply,5.2,4.2,3.7
1558,"HL Mountain Frame - Silver, 46",Fashionable Bikes and Accessories,2.5,2.3,2.1
1559,"HL Mountain Frame - Silver, 46",Closeout Boutique,2.5,2.8,3.0
1560,"HL Mountain Frame - Silver, 46",Safe Cycles Shop,1.6,1.9,2.1
1561,"Long-Sleeve Logo Jersey, M",Real Sporting Goods,5.6,5.4,5.3
1562,"Long-Sleeve Logo Jersey, M",Affordable Sports Equipment,2.6,2.4,2.3
1563,"Long-Sleeve Logo Jersey, M",Eastside Department Store,6.9,7.5,7.8
1564,"Long-Sleeve Logo Jersey, M",Farthermost Bike Shop,5.8,5.5,5.3
1565,"Long-Sleeve Logo Jersey, M",Many Bikes Store,3.1,3.2,3.3
1566,"Long-Sleeve Logo Jersey, M",Preferred Bikes,2.4,2.6,2.7
1567,"Long-Sleeve Logo Jersey, M",Resale Services,2.2,2.4,2.6
1568,"Long-Sleeve Logo Jersey, M",Bikes and Motorbikes,7.0,7.6,7.9
1569,"Long-Sleeve Logo Jersey, M",Citywide Service and Repair,7.1,6.0,5.3
1570,"Long-Sleeve Logo Jersey, M",Corner Bicycle Supply,2.1,2.3,2.4
1571,"Long-Sleeve Logo Jersey, M",General Supplies,6.1,5.6,5.2
1572,"Long-Sleeve Logo Jersey, M",Original Bicycle Supply Company,1.4,1.6,1.8
1573,"Long-Sleeve Logo Jersey, M",Rapid Bikes,5.5,5.1,4.8
1574,"Long-Sleeve Logo Jersey, M",Retail Mall,1.9,2.5,3.0
1575,"Long-Sleeve Logo Jersey, M",Rewarding Activities Company,6.0,5.9,5.9
1576,"Long-Sleeve Logo Jersey, M",Top Sports Supply,4.2,4.9,5.3
1577,"Long-Sleeve Logo Jersey, M",Vigorous Exercise Company,4.2,4.3,4.4
1578,"Long-Sleeve Logo Jersey, M",Field Trip Store,3.7,4.1,4.4
1579,"Long-Sleeve Logo Jersey, M",Futuristic Sport Distributors,6.1,6.1,6.1
1580,"Long-Sleeve Logo Jersey, M",Reasonable Bicycle Sales,2.1,2.2,2.3
1581,"Long-Sleeve Logo Jersey, M",Rally Day Mall,7.0,7.0,7.1
1582,"Long-Sleeve Logo Jersey, M",Valuable Bike Parts Company,5.4,4.5,4.1
1583,"Long-Sleeve Logo Jersey, M",Metropolitan Equipment,6.3,6.5,6.6
1584,"Long-Sleeve Logo Jersey, M",Registered Cycle Store,7.9,7.9,7.9
1585,"Long-Sleeve Logo Jersey, M",Spare Parts Co.,2.9,2.9,2.8
1586,"Long-Sleeve Logo Jersey, M",Steel Inc.,3.5,3.9,4.1
1587,"Long-Sleeve Logo Jersey, M",Better Bike Shop,3.0,3.0,3.0
1588,"Long-Sleeve Logo Jersey, M",Wheelsets Storehouse,6.2,5.7,5.3
1589,"Long-Sleeve Logo Jersey, M",Exhilarating Cycles,4.5,4.8,4.9
1590,"Long-Sleeve Logo Jersey, M","Fabrikam Inc., West",1.9,2.4,2.8
1591,"Long-Sleeve Logo Jersey, M",Riders Company,4.0,3.9,3.9
1592,"Long-Sleeve Logo Jersey, M",eCommerce Bikes,4.7,4.5,4.4
1593,"Long-Sleeve Logo Jersey, M",World of Bikes,1.5,1.9,2.2
1594,"Long-Sleeve Logo Jersey, M",Seventh Bike Store,6.8,5.9,5.3
1595,"Long-Sleeve Logo Jersey, M",Bike Dealers Association,6.5,6.2,6.0
1596,"Long-Sleeve Logo Jersey, M",Fashionable Department Stores,5.2,5.3,5.3
1597,"Long-Sleeve Logo Jersey, M",Larger Cycle Shop,4.8,4.7,4.6
1598,"Long-Sleeve Logo Jersey, M",Advanced Bike Components,3.3,3.6,3.8
1599,"Long-Sleeve Logo Jersey, M",Paint Supply,2.5,2.7,2.9
1600,"Long-Sleeve Logo Jersey, M",Sheet Metal Manufacturing,2.4,2.7,2.9
1601,"Long-Sleeve Logo Jersey, M",The Gear Store,4.0,3.9,3.9
1602,"Long-Sleeve Logo Jersey, M",Bulk Discount Store,2.3,2.5,2.7
1603,"Long-Sleeve Logo Jersey, M",Commerce Bicycle Specialists,3.8,3.6,3.6
1604,"Long-Sleeve Logo Jersey, M",Prosperous Tours,5.1,5.2,5.3
1605,"Long-Sleeve Logo Jersey, M",Sales and Supply Company,4.2,4.3,4.4
1606,"Long-Sleeve Logo Jersey, M",Latest Sports Equipment,1.7,2.3,2.8
1607,"LL Road Frame - Red, 44",Affordable Sports Equipment,2.6,2.3,2.1
1608,"LL Road Frame - Red, 44",Preferred Bikes,1.2,1.3,1.5
1609,"LL Road Frame - Red, 44",Separate Parts Corporation,1.0,1.1,1.1
1610,"LL Road Frame - Red, 44",Corner Bicycle Supply,5.8,5.6,5.4
1611,"LL Road Frame - Red, 44","Health Spa, Limited",5.8,5.1,4.6
1612,"LL Road Frame - Red, 44",Primary Bike Distributors,5.8,5.7,5.5
1613,"LL Road Frame - Red, 44",Retail Mall,2.4,2.8,3.0
1614,"LL Road Frame - Red, 44",Rewarding Activities Company,1.4,1.7,1.8
1615,"LL Road Frame - Red, 44",Tenth Bike Store,3.1,2.6,2.2
1616,"LL Road Frame - Red, 44",Bike Dealers Association,3.1,3.1,3.1
1617,"LL Road Frame - Red, 44",Larger Cycle Shop,1.9,1.9,1.8
1618,"LL Road Frame - Red, 44",Excellent Riding Supplies,5.2,4.6,4.1
1619,"LL Road Frame - Red, 44",Advanced Bike Components,1.4,1.6,1.8
1620,"LL Road Frame - Red, 44",Fitness Toy Store,3.9,3.8,3.7
1621,"LL Road Frame - Red, 44",Totes & Baskets Company,3.9,3.8,3.7
1622,"LL Road Frame - Red, 44",Sure & Reliable Sporting Goods,2.7,2.5,2.4
1623,"LL Road Frame - Red, 44",Thorough Parts and Repair Services,2.1,2.1,2.1
1624,"LL Road Frame - Red, 44",Good Bike Shop,1.3,1.5,1.7
1625,"LL Road Frame - Red, 60",Farthermost Bike Shop,3.9,3.7,3.6
1626,"LL Road Frame - Red, 60",Preferred Bikes,4.0,3.5,3.2
1627,"LL Road Frame - Red, 60",Corner Bicycle Supply,4.4,3.9,3.6
1628,"LL Road Frame - Red, 60","Health Spa, Limited",2.0,2.0,2.1
1629,"LL Road Frame - Red, 60",Retail Mall,4.0,3.9,3.9
1630,"LL Road Frame - Red, 60",Rewarding Activities Company,4.0,4.1,4.1
1631,"LL Road Frame - Red, 60",Lease-a-Bike Shop,3.5,3.2,2.9
1632,"LL Road Frame - Red, 60",Riders Company,3.6,3.3,3.1
1633,"LL Road Frame - Red, 60",Bike Dealers Association,1.5,1.9,2.1
1634,"LL Road Frame - Red, 60",Larger Cycle Shop,2.4,2.6,2.7
1635,"LL Road Frame - Red, 60",Excellent Riding Supplies,5.7,5.5,5.3
1636,"LL Road Frame - Red, 60",Advanced Bike Components,2.8,2.6,2.5
1637,"LL Road Frame - Red, 60",Totes & Baskets Company,3.8,3.7,3.6
1638,"LL Road Frame - Red, 60",Sure & Reliable Sporting Goods,2.9,2.9,2.8
1639,"LL Road Frame - Red, 60",Thorough Parts and Repair Services,2.0,2.1,2.1
1640,"LL Road Frame - Red, 60",Good Bike Shop,2.2,2.4,2.5
1641,"Road-650 Black, 44",Affordable Sports Equipment,2.9,2.8,2.8
1642,"Road-650 Black, 44",Farthermost Bike Shop,5.2,4.7,4.3
1643,"Road-650 Black, 44",Preferred Bikes,2.9,2.8,2.8
1644,"Road-650 Black, 44",Separate Parts Corporation,1.9,1.9,1.9
1645,"Road-650 Black, 44",Corner Bicycle Supply,3.0,3.0,3.0
1646,"Road-650 Black, 44","Health Spa, Limited",5.9,5.1,4.6
1647,"Road-650 Black, 44",National Manufacturing,4.8,4.7,4.6
1648,"Road-650 Black, 44",Retail Mall,4.8,4.6,4.5
1649,"Road-650 Black, 44",Rewarding Activities Company,3.1,3.2,3.2
1650,"Road-650 Black, 44",Sundry Sporting Goods,1.2,1.3,1.4
1651,"Road-650 Black, 44",Tenth Bike Store,3.6,3.3,3.2
1652,"Road-650 Black, 44",Fun Times Club,3.2,2.7,2.4
1653,"Road-650 Black, 44",Lease-a-Bike Shop,1.4,1.6,1.8
1654,"Road-650 Black, 44",Riders Company,2.0,2.5,2.7
1655,"Road-650 Black, 44",Retail Sales and Service,4.8,4.6,4.4
1656,"Road-650 Black, 44",Bike Dealers Association,1.4,1.6,1.7
1657,"Road-650 Black, 44",Larger Cycle Shop,2.2,2.3,2.4
1658,"Road-650 Black, 44",New and Used Bicycles,2.4,2.7,2.8
1659,"Road-650 Black, 44",Excellent Riding Supplies,2.2,2.3,2.5
1660,"Road-650 Black, 44",Advanced Bike Components,2.1,2.2,2.2
1661,"Road-650 Black, 44",Fitness Toy Store,8.1,6.0,5.0
1662,"Road-650 Black, 44",Totes & Baskets Company,3.7,3.5,3.4
1663,"Road-650 Black, 44",Sure & Reliable Sporting Goods,1.2,1.3,1.4
1664,"Road-650 Black, 44",Thorough Parts and Repair Services,3.6,3.3,3.1
1665,"Road-650 Black, 60",Farthermost Bike Shop,4.4,4.0,3.8
1666,"Road-650 Black, 60",Preferred Bikes,1.2,1.4,1.5
1667,"Road-650 Black, 60",Separate Parts Corporation,1.1,1.2,1.3
1668,"Road-650 Black, 60",Corner Bicycle Supply,2.8,2.7,2.6
1669,"Road-650 Black, 60","Health Spa, Limited",8.4,7.1,6.3
1670,"Road-650 Black, 60",Primary Bike Distributors,1.8,1.7,1.6
1671,"Road-650 Black, 60",Retail Mall,1.6,1.9,2.2
1672,"Road-650 Black, 60",Rewarding Activities Company,1.7,2.0,2.2
1673,"Road-650 Black, 60",Sundry Sporting Goods,2.4,2.1,1.9
1674,"Road-650 Black, 60",Riders Company,2.6,2.9,3.1
1675,"Road-650 Black, 60",First Bike Store,2.2,2.4,2.5
1676,"Road-650 Black, 60",Retail Sales and Service,2.0,2.0,2.0
1677,"Road-650 Black, 60",Seventh Bike Store,2.3,2.5,2.6
1678,"Road-650 Black, 60",Bike Dealers Association,1.7,1.5,1.5
1679,"Road-650 Black, 60",Larger Cycle Shop,1.4,1.6,1.8
1680,"Road-650 Black, 60",Every Bike Shop,1.0,1.2,1.2
1681,"Road-650 Black, 60",Excellent Riding Supplies,6.4,6.0,5.6
1682,"Road-650 Black, 60",Advanced Bike Components,4.0,3.2,2.8
1683,"Road-650 Black, 60",Fitness Toy Store,4.1,4.2,4.2
1684,"Road-650 Black, 60",Totes & Baskets Company,3.6,3.4,3.3
1685,"Road-650 Black, 60",Sure & Reliable Sporting Goods,1.9,1.8,1.8
1686,"Road-650 Black, 60",Thorough Parts and Repair Services,2.9,2.9,2.8
1687,"Road-650 Black, 62",Affordable Sports Equipment,2.9,2.8,2.7
1688,"Road-650 Black, 62",Farthermost Bike Shop,3.1,3.7,4.0
1689,"Road-650 Black, 62",Separate Parts Corporation,1.3,1.4,1.5
1690,"Road-650 Black, 62",Corner Bicycle Supply,3.7,3.5,3.3
1691,"Road-650 Black, 62",Tenth Bike Store,3.7,3.5,3.4
1692,"Road-650 Black, 62",Fun Times Club,1.9,1.9,1.9
1693,"Road-650 Black, 62",Riders Company,1.5,1.7,1.8
1694,"Road-650 Black, 62",First Bike Store,1.3,1.6,1.8
1695,"Road-650 Black, 62",Retail Sales and Service,2.7,2.5,2.3
1696,"Road-650 Black, 62",New and Used Bicycles,2.4,2.1,1.9
1697,"Road-650 Black, 62",Excellent Riding Supplies,5.1,4.5,4.1
1698,"Road-650 Black, 62",Totes & Baskets Company,5.5,4.4,3.9
1699,"Road-650 Black, 62",Sure & Reliable Sporting Goods,2.2,2.3,2.3
1700,"Road-650 Black, 62",Thorough Parts and Repair Services,3.3,3.4,3.5
1701,"Road-650 Red, 44",Farthermost Bike Shop,3.2,3.4,3.5
1702,"Road-650 Red, 44",Preferred Bikes,3.2,4.0,4.5
1703,"Road-650 Red, 44",Separate Parts Corporation,2.9,2.8,2.7
1704,"Road-650 Red, 44",Corner Bicycle Supply,3.8,2.9,2.7
1705,"Road-650 Red, 44",General Bike Corporation,4.9,4.2,3.7
1706,"Road-650 Red, 44","Health Spa, Limited",13.5,11.0,9.5
1707,"Road-650 Red, 44",Primary Bike Distributors,2.1,2.9,3.4
1708,"Road-650 Red, 44",Retail Mall,10.0,8.9,8.3
1709,"Road-650 Red, 44",Rewarding Activities Company,3.6,4.1,4.5
1710,"Road-650 Red, 44",Sundry Sporting Goods,2.0,1.9,1.9
1711,"Road-650 Red, 44",Tenth Bike Store,3.7,3.5,3.3
1712,"Road-650 Red, 44",Fun Times Club,1.9,1.8,1.7
1713,"Road-650 Red, 44",Lease-a-Bike Shop,4.6,3.9,3.6
1714,"Road-650 Red, 44",Painters Bicycle Specialists,2.9,2.8,2.8
1715,"Road-650 Red, 44",Sunny Place Bikes,3.7,3.5,3.4
1716,"Road-650 Red, 44",Friendly Bike Shop,10.4,9.6,9.1
1717,"Road-650 Red, 44",Small Cycle Store,2.1,2.2,2.3
1718,"Road-650 Red, 44",Riders Company,2.4,2.6,2.7
1719,"Road-650 Red, 44",First Bike Store,2.2,2.3,2.5
1720,"Road-650 Red, 44",Remarkable Bike Store,3.9,3.8,3.7
1721,"Road-650 Red, 44",Retail Sales and Service,1.1,1.1,1.1
1722,"Road-650 Red, 44",Seventh Bike Store,1.9,1.9,1.8
1723,"Road-650 Red, 44",Bike Dealers Association,7.5,5.6,5.3
1724,"Road-650 Red, 44",Larger Cycle Shop,3.3,4.1,4.7
1725,"Road-650 Red, 44",Excellent Riding Supplies,3.4,3.1,3.0
1726,"Road-650 Red, 44",Advanced Bike Components,4.6,5.1,5.4
1727,"Road-650 Red, 44",Fitness Toy Store,7.2,8.2,8.6
1728,"Road-650 Red, 44",Totes & Baskets Company,6.7,6.4,6.1
1729,"Road-650 Red, 44",Sure & Reliable Sporting Goods,2.9,2.8,2.7
1730,"Road-650 Red, 44",Good Bike Shop,2.2,2.4,2.5
